species	Merian	nb_fusion	nb_fission	size	chrom_size	tot_bp_A	tot_bp_B	avg_PC1	avg_insulation	avg_TAD_length	avg_ratio_inter_intra	avg_S	avg_slope_loglog_all	avg_slope_loglog_0_10	avg_R1_interchrom	avg_R1_interchrom_norRNA	strength
Ebubastis	M3	0	0	21854780	21882851	15040000	5560000	0.372081	0.069493	278947	12.8221	2.1407	-0.266841	-0.595281	2.44949e-4	2.44304e-4	3.289793598
Echristi	M3	0	0	23108266	23201332	16800000	5400000	0.364317	0.028566	274567	12.116	2.4189600000000002	-0.509818	-0.761934	3.73326e-4	3.7344e-4	2.834637657
Edisa	M3	0	0	24213148	24227741	16960000	5760000	0.362491	0.0638988	292949	11.1007	2.09644	-0.293434	-0.618129	6.76679e-4	6.79112e-4	3.500006691
Eembla	M3	0	0	24146560	24147327	17040000	5360000	0.342195	0.071939	293899	10.8817	2.08897	-0.257833	-0.566544	0.00155079	0.00156905	2.969247901
Eepiphron	M3	1	0	21826449	44526442	19600000	440000	0.544379	0.236102	276867	6.72373	2.03976	-0.781506	-1.00751	0.0012481	0.00125259	1.585273395
Eeriphyle	M3	0	0	20615552	20624886	12600000	7240000	0.288449	0.0405727	268787	7.4491	2.16602	-0.285707	-0.574471	7.58547e-4	7.63295e-4	4.626737517
Eflavofasciata	M3	0	0	21823791	21842168	6800000	14200000	-0.274155	0.0331218	290575	6.48046	2.42801	-0.436858	-0.694634	6.64197e-4	6.67765e-4	3.103045565
Egorge	M3	1	0	19866034	19883877	12880000	6120000	0.303992	0.0479604	283545	12.0967	2.19146	-0.385867	-0.673109	6.84867e-4	6.77097e-4	3.917289412
Eligea	M3	0	0	21395795	21404821	14640000	5320000	0.401632	0.0394121	296214	0.670458	2.5175	-0.363771	-0.658176	0.00226791	0.00225761	3.10780244
Emanto	M3	0	0	21750307	21792595	6520000	13639136	-0.303792	0.0479994	302057	17.2078	2.32048	-0.316854	-0.648541	3.37614e-4	3.38636e-4	2.899594704
Emedusa	M3	4	0	19477012	35859892	8800000	9760000	-0.124689	0.160615	286894	9.57969	2.20232	-0.703827	-0.833143	2.68541e-4	2.69858e-4	2.676893086
Emelampus	M3	0	0	19990387	19994114	14320000	4840000	0.304328	0.0469757	268211	12.5481	2.25296	-0.298071	-0.643659	4.52394e-4	4.53297e-4	3.146568129
Emelancholica	M3	3	2	20758864	20835524	5840000	14120000	-0.320434	0.0404893	299955	16.6496	2.20379	-0.276047	-0.55131	7.76771e-4	7.81205e-4	2.464850815
Emeolans	M3	4	0	20041800	56828746	9440000	9920000	-0.0765003	0.0741656	291397	4.0048	2.07747	-0.746045	-0.841355	3.65584e-4	3.68594e-4	3.24654093
Emnestra	M3	1	0	19198339	33953333	7320000	11240000	-0.294059	0.0550537	256644	6.20471	2.17412	-0.730698	-0.844441	3.99063e-4	3.9622e-4	3.660446002
Emontana	M3	3	2	22780476	22791514	16080000	5040000	0.349224	0.0785623	316114	14.6531	2.20987	-0.291796	-0.601778	2.11571e-4	2.11028e-4	2.746801585
Epalarica	M3	4	0	21242385	60991950	7360000	13080000	-0.166111	0.11678	287904	2.62734	2.46949	-0.989205	-1.07835	0.00104566	0.00105835	2.198286727
Epharte	M3	1	0	25216689	25235305	13640000	3800000	0.441328	0.0776259	420836	2.05178	2.57804	-0.418218	-0.789903	0.00247871	0.00248765	2.945718748
Epronoe	M3	3	2	21095206	21121154	3960000	12280000	-0.412598	0.0578056	403882	2.97112	2.71741	-0.616571	-0.816909	0.00266674	0.0026556	3.679784358
Erondoui	M3	2	3	22099973	22114410	16000000	5160000	0.33337	0.0485605	303239	13.8608	2.12867	-0.353544	-0.603182	6.54465e-4	6.56465e-4	3.0313105
Estirius	M3	3	2	22632367	22832840	5800000	14720000	-0.347561	0.0631047	292920	7.42846	2.16452	-0.337015	-0.614513	5.21781e-4	5.24012e-4	2.907956353
Esudetica	M3	0	0	20322013	20336285	6760000	12360000	-0.296329	0.0727874	280414	16.8337	2.29593	-0.246268	-0.6897	3.66819e-4	3.67788e-4	3.494587355
Etriaria	M3	4	0	19683472	35514798	9160000	9720000	-0.112118	0.16136	289515	8.17495	2.20361	-0.674364	-0.915581	8.95132e-4	9.04985e-4	2.803317533
Mcinxia	M3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mjurtina	M3	0	0	16687444	16740924	NA	NA	NA	NA	279293	21.6276	2.09549	-0.273422	-0.389929	3.6612e-4	3.6596e-4	2.647819457
X2575	M3	0	0	22560372	22574627	13800000	7120000	0.320453	0.0453126	311714	2.76837	2.40413	-0.416523	-0.545347	0.00163436	0.00163354	3.429200765
X2576	M3	0	0	23221707	23223456	14520000	6760000	0.323899	0.0542147	298493	2.87369	2.42417	-0.400342	-0.572072	0.00169497	0.00167795	3.079314856
X3252	M3	0	0	22603643	22782915	6000000	14840000	-0.27921	0.0631068	333015	5.87532	2.46088	-0.23027	-0.468526	0.00127238	0.0012702	3.11635807
X3258	M3	3	3	21409401	38661208	11720000	8240000	0.238504	0.0829669	286973	3.28315	2.2327	-0.751371	-0.797222	0.00120446	0.00119455	3.591565244
X3311	M3	3	2	19023695	26413045	8240000	10200000	-0.0423095	0.113105	307433	6.08338	2.1677399999999998	-0.610943	-0.736436	0.00185862	0.00187558	3.145779188
X3506	M3	3	2	21855432	21965447	13480000	7080000	0.32544	0.0404188	259390	1.11161	2.33218	-0.358056	-0.648589	8.63688e-4	8.65644e-4	4.570258127
X3531	M3	2	3	21266173	53695017	11120000	8720000	0.128203	0.13516	299657	0.989844	2.28437	-0.838709	-0.86394	0.00133075	0.00132736	4.379009596
X3737	M3	3	3	20576785	73356314	14040000	5440000	0.417131	0.212897	270493	1.17101	2.11247	-0.8465	-0.91016300000000006	0.00144834	0.00145188	3.859543875
C0001	M30	3	0	10797702	26426895	7280000	1520000	0.27654	-0.237573	306853	4.22101	2.62251	-0.314154	-0.324715	0.00137825	0.00136099	1.470719758
C0055	M30	1	1	13778340	20996312	5640000	3160000	0.0195042	-0.0939795	325610	2.39618	2.29022	-0.245759	-0.498235	0.00173047	0.00175088	1.62427639
C0080	M30	2	4	12606069	68248669	10040000	1160000	0.328079	-0.215181	325946	0.93163	2.34014	-0.693026	-0.796976	5.80663e-4	5.76158e-4	1.666559227
C0100	M30	1	4	12088339	8859555	7040000	1280000	0.424971	0.128332	345455	27.9526	2.2313	-0.0321687	-0.0321687	0.00032628000000000003	3.23301e-4	1.939173682
Eaethiops	M30	4	0	10419128	29890253	5520000	2040000	0.173413	0.0112952	346069	14.067	2.62839	-0.245706	-0.255287	9.0441e-4	8.77948e-4	2.347999129
Ealbergana	M30	4	0	10022430	43193744	3920000	3720000	-0.0256668	-0.0490136	608615	1.45609	3.59474	-0.67509	-0.67509	0.0016934	0.00168133	2.985391958
Ebubastis	M30	0	0	12419704	12569552	5640000	5200000	0.190471	0.150388	292280	20.0404	2.24643	-0.410235	-0.443415	2.80684e-4	2.779e-4	5.496227864
Echristi	M30	7	0	16240981	34853143	6040000	7160000	-0.173238	-0.180984	319540	7.15382	2.57012	-0.634852	-0.710009	4.13366e-4	4.16648e-4	1.1599755920000001
Edisa	M30	0	0	16749821	16947894	4960000	8560000	-0.0650506	0.12647	382905	15.3138	2.09782	-0.433387	-0.581074	7.94132e-4	7.92182e-4	6.977220539
Eembla	M30	0	0	16115335	16196330	9680000	2800000	0.358397	0.0941989	350977	15.3464	2.18277	-0.440941	-0.540594	0.0016429	0.00164327	4.457838197
Eepiphron	M30	10	1	14774702	32172529	4960000	5880000	-0.100759	-0.16621	313511	9.13232	2.10961	-0.507519	-0.797467	0.0013945	0.0014015	3.392540495
Eeriphyle	M30	0	0	12519914	12669123	3080000	7720000	-0.213517	0.135209	363697	8.78327	2.23849	-0.416398	-0.398524	8.63969e-4	8.5924e-4	7.697653988
Eflavofasciata	M30	6	0	15556255	42320112	5200000	7000000	-0.155067	-0.186699	372561	2.17786	2.58483	-0.422911	-0.599961	7.40604e-4	7.56564e-4	4.305225833
Egorge	M30	3	0	11544034	27196207	5880000	4120000	0.218484	-0.139765	290500	7.13	2.30204	-0.321443	-0.338699	7.76549e-4	7.80621e-4	2.896124634
Eligea	M30	0	0	12116714	12204862	4720000	5080000	0.178956	0.0609828	368812	1.15201	2.70552	-0.366812	-0.419409	0.00245609	0.00246806	5.604641826
Emanto	M30	0	0	12722449	12950446	6840000	4120000	0.242801	0.0928217	332892	28.6503	2.39299	-0.576093	-0.582458	3.61111e-4	3.60752e-4	4.110519877
Emedusa	M30	5	0	13820018	44870653	7280000	3800000	0.0936463	-0.139698	313581	6.96167	2.35972	-0.433084	-0.489616	2.86638e-4	2.88689e-4	1.395229913
Emelampus	M30	2	0	10231636	47278299	NA	NA	NA	NA	316484	NA	NA	-0.580794	-0.585869	5.65214e-4	5.68276e-4	2.698533663
Emelancholica	M30	10	2	10843461	48572573	5280000	4440000	0.00300626	-0.0375405	317364	5.32292	2.30066	-0.598924	-0.61331	8.81605e-4	8.88612e-4	1.877589742
Emeolans	M30	5	0	10566587	26430923	7280000	1800000	0.203228	-0.144734	309970	8.25759	2.21003	-0.694334	-0.692961	4.12337e-4	4.11224e-4	1.646655389
Emnestra	M30	3	0	11886870	26784248	6080000	3160000	0.097795000000000007	-0.105106	321917	7.61689	2.18362	-0.510338	-0.540079	4.70272e-4	4.71386e-4	1.430624271
Emontana	M30	10	2	13138825	54743242	7200000	4240000	0.237406	-0.0625364	331079	4.56523	2.34779	-0.558359	-0.621003	2.35485e-4	2.37522e-4	1.765084343
Epalarica	M30	5	0	10655892	26909467	7280000	1760000	0.244136	-0.105157	304000	4.20361	2.44762	-0.632633	-0.654936	0.00121607	0.00121967	1.44171285
Epharte	M30	10	1	17986822	33100800	3760000	3960000	-0.10959	-0.0185399	942333	10.6428	3.09122	-1.12764	-1.28732	0.00263778	0.00268397	17.07036447
Epronoe	M30	10	2	11949088	28760983	4120000	2240000	0.0253343	-0.196463	782000	4.52673	3.22685	-0.284044	-0.32351799999999997	0.00276482	0.00277432	2.03927505
Erondoui	M30	1	4	17547018	40398747	7800000	5160000	0.21231	-0.120673	374778	6.68184	2.26958	-0.374086	-0.760946	7.59754e-4	7.51783e-4	1.925279306
Estirius	M30	10	2	12226699	51764746	5280000	5760000	-0.0238464	-0.0740426	270750	2.06701	2.21784	-0.685103	-0.723479	6.07265e-4	6.14576e-4	4.917240402
Esudetica	M30	2	0	10483114	47802122	NA	NA	NA	NA	284176	NA	NA	-0.648087	-0.652068	4.27651e-4	4.26012e-4	1.513420013
Etriaria	M30	5	0	13451367	43386010	7080000	3360000	0.179876	-0.198387	308628	5.82293	2.36099	-0.349102	-0.396448	9.5349e-4	9.57344e-4	1.445162602
Mcinxia	M30	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mjurtina	M30	0	0	7611234	7643612	NA	NA	NA	NA	283640	50.127	2.39776	0.00647924	0.00647924	4.1728e-4	4.1804e-4	2.834111331
X2575	M30	0	0	13131558	13247012	7560000	3080000	0.334361	0.0698579	299143	4.33204	2.50588	-0.399215	-0.451771	0.00175985	0.00175574	5.491909575
X2576	M30	0	0	14447543	14597654	7680000	3120000	0.29255	0.0924748	343268	4.73185	2.64329	-0.64782	-0.492123	0.00178853	0.00179087	4.293024815
X3252	M30	0	0	16077060	16138941	7520000	2200000	0.339447	0.16975	459703	10.5357	2.66104	-0.194962	-0.303202	0.00138974	0.00138656	2.909740099
X3258	M30	2	4	14786223	34767979	6280000	4640000	0.224982	-0.222901	401257	3.09749	2.34046	-0.233824	-0.490385	0.00137388	0.0013942	2.742964226
X3311	M30	7	0	9707628	27359167	5120000	1600000	0.293907	-0.0964104	376360	4.67036	2.34798	-0.0299095	-0.0299095	0.0020972	0.00206664	2.11112522
X3506	M30	7	0	13658495	55380594	6760000	4320000	0.325261	-0.211093	314238	0.337361	2.37196	-0.68901	-0.742168	0.00108904	0.0010932	2.381127137
X3531	M30	1	4	15087299	35282447	5960000	6120000	0.18743	-0.253145	291370	1.02832	2.41837	-0.576599	-0.777737	0.00152447	0.0015398	1.94325416
X3737	M30	2	4	15810331	35266286	6720000	3440000	0.373778	-0.266883	368690	1.96022	2.193	-0.146949	-0.631839	0.0016335	0.0016168	3.616606198
C0001	M31	7	3	6885731	33384593	5160000	1520000	0.212526	-0.211084	299636	3.70022	2.66442	-0.587725	-0.587725	0.00113923	0.00114205	1.994110685
C0055	M31	2	1	8355001	14237085	5000000	1960000	0.13922	-0.118683	240485	3.19306	2.47519	-0.594077	-0.594077	0.00152946	0.00153973	2.6673069
C0080	M31	3	2	9193143	46281998	6640000	600000	0.3893	-0.272477	288000	1.69332	2.52807	-0.334095	-0.334095	5.03784e-4	5.04455e-4	2.125476918
C0100	M31	3	2	8324259	7556931	3440000	3720000	-0.0686978	0.10813	275885	29.7045	2.25075	-0.916972	-0.916972	3.14203e-4	3.19361e-4	4.167230534
Eaethiops	M31	6	3	6612087	15738377	4600000	760000	0.372525	0.124809	237460	25.5563	2.67185	-0.46094	-0.46094	8.50712e-4	8.53852e-4	2.209162528
Ealbergana	M31	4	2	6188377	25275277	3960000	1520000	0.154872	-0.0420449	NA	1.73559	3.51846	-0.718089	-0.718089	0.00157535	0.0015375	3.439904813
Ebubastis	M31	0	0	10607968	10613686	6480000	1640000	0.316892	0.140877	322656	31.0838	2.5012	0.0280385	0.015529	2.63805e-4	2.65063e-4	3.01284055
Echristi	M31	7	5	8602255	41682312	6000000	1800000	0.142842	-0.0393739	278633	6.22689	2.7592	-0.603244	-0.603244	3.81969e-4	3.87208e-4	1.695706115
Edisa	M31	0	0	9578122	9599840	6240000	1960000	0.315131	0.128252	289677	32.744	2.30561	-0.0425303	-0.0425303	6.6942e-4	6.69556e-4	2.87811204
Eembla	M31	0	0	9191837	9219387	6600000	1680000	0.351754	0.0848508	269939	30.8126	2.38497	-0.0805156	-0.0805156	0.00146388	0.0014615	2.62479895
Eepiphron	M31	8	5	8042499	38966965	6120000	960000	0.310445	-0.114254	285852	7.38656	2.16593	-0.50151	-0.50151	0.0013072	0.00129568	2.072044985
Eeriphyle	M31	0	0	9100750	9139842	5720000	2360000	0.258762	0.0860712	260471	16.5531	2.55149	-0.0822093	-0.0822093	8.46325e-4	8.51e-4	2.840137483
Eflavofasciata	M31	6	5	9505969	22460935	5480000	1960000	0.165778	-0.0882667	289500	5.42045	2.7122	-0.237615	-0.237615	6.60474e-4	6.52559e-4	1.941283894
Egorge	M31	7	3	6572007	33200103	4240000	2120000	0.195416	-0.173092	233481	6.36275	2.42158	-0.485439	-0.485439	7.32885e-4	7.41419e-4	2.140409886
Eligea	M31	0	0	8105538	8116299	5160000	1800000	0.335311	0.0469022	342913	2.48937	2.97314	-0.330849	-0.330849	0.00218815	0.0021575	2.945197061
Emanto	M31	0	0	9768953	9776377	6360000	1640000	0.289195	0.111325	306379	43.6539	2.72997	-0.291805	-0.291805	3.5237e-4	3.55761e-4	2.232941955
Emedusa	M31	6	4	7270529	44867491	5200000	1600000	0.18587	-0.156253	253750	7.04136	2.44198	-0.668989	-0.668989	2.84206e-4	2.81048e-4	1.367609169
Emelampus	M31	4	1	6906803	17850673	4520000	1760000	0.148692	-0.0483283	232643	14.1021	2.55314	-0.362907	-0.362907	4.72259e-4	4.81038e-4	2.284232049
Emelancholica	M31	10	8	7193655	18769979	4320000	2360000	0.0966028	-0.0825786	242034	18.3448	2.47271	-0.398843	-0.398843	8.19322e-4	7.53098e-4	2.466420405
Emeolans	M31	5	2	7344283	27369994	5840000	1040000	0.313984	-0.217135	242897	8.19678	2.37701	-0.478021	-0.478021	3.7819e-4	3.80649e-4	1.838349473
Emnestra	M31	7	3	7321858	32889962	4800000	2280000	0.0973843	-0.308119	212485	5.46124	2.38485	-0.539806	-0.539806	4.31354e-4	4.28e-4	1.994753856
Emontana	M31	10	8	8357094	21264069	3200000	4480000	-0.0860395	-0.0824738	290679	14.5458	2.56846	-0.421654	-0.421654	2.31176e-4	2.30525e-4	1.919796427
Epalarica	M31	5	2	8152259	28095353	5960000	1680000	0.256272	-0.15212	327667	4.51787	2.61301	-0.673284	-0.673284	0.00114914	0.00113215	1.74207225
Epharte	M31	8	5	11010773	25751287	3600000	1720000	0.308727	-0.0436393	1013100	2.5747	2.9071	-0.416813	-0.427147	0.0026588	0.00267376	1.971931771
Epronoe	M31	10	8	6792383	36587385	1440000	2920000	-0.0423926	-0.138843	892857	2.42743	3.07514	-0.422588	-0.422588	0.00266359	0.00267785	1.474269579
Erondoui	M31	3	3	8663346	26723349	6040000	1680000	0.254698	-0.1584	277633	10.8735	2.43222	-0.248145	-0.248145	7.58953e-4	7.64365e-4	1.360284239
Estirius	M31	10	8	7846927	20210227	4480000	2640000	0.0286974	-0.111874	257276	6.98683	2.53273	-0.431476	-0.431476	5.33812e-4	5.38086e-4	2.449403892
Esudetica	M31	4	1	6833419	18120919	4720000	1440000	0.143183	0.0428005	232036	19.3639	2.49034	-0.428335	-0.428335	3.49745e-4	3.4944e-4	2.31747222
Etriaria	M31	6	4	6286158	31128320	4560000	1520000	0.171104	-0.0593237	228769	9.66617	2.44615	-0.404687	-0.404687	9.15107e-4	9.20776e-4	1.9852826
Mcinxia	M31	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mjurtina	M31	0	0	6619445	6651053	NA	NA	NA	NA	238667	61.4789	2.63541	0.0917105	0.0917105	3.86385e-4	3.86923e-4	2.512093058
X2575	M31	0	0	8568518	8694409	5400000	2280000	0.307815	0.0586865	259742	7.23932	2.88399	-0.220911	-0.220911	0.00158193	0.00160745	2.902835699
X2576	M31	0	0	8560492	8755820	5600000	1960000	0.283617	0.0721171	261667	8.42356	2.89741	-0.213282	-0.213282	0.00167037	0.00166411	3.013140955
X3252	M31	0	0	9566633	9778125	6560000	1640000	0.30488	0.0977439	357833	12.8204	2.85882	-0.0869207	-0.0869207	0.00125447	0.00126134	2.416156983
X3258	M31	3	2	8455854	45960105	5400000	1480000	0.22544	-0.258674	255406	2.50578	2.53007	-0.298516	-0.298516	0.00123508	0.00122015	2.430969403
X3311	M31	9	8	6278289	36434408	5720000	320000	0.519145	-0.261321	243750	3.04882	2.42555	-0.521327	-0.521327	0.00228004	0.00190994	1.855741036
X3506	M31	9	8	8057161	20686054	5840000	1440000	0.487085	-0.115293	270964	0.954488	2.62537	-0.514653	-0.514653	9.40056e-4	9.10733e-4	2.654031939
X3531	M31	3	3	9000488	45681971	6240000	880000	0.428159	-0.229441	305857	1.22254	2.40566	-0.55405	-0.55405	0.00130949	0.00131072	2.153200701
X3737	M31	3	2	8725127	44952020	5360000	1440000	0.438625	-0.316823	283207	1.59056	2.27052	-0.337783	-0.337783	0.00151042	0.00155324	2.095079674
C0001	M4	2	0	16619403	16624567	9120000	7000000	0.211674	0.0308862	236279	10.2905	2.34685	-0.366375	-0.574276	0.00101908	0.00101388	4.088393541
C0055	M4	1	1	18161446	9139970	8880000	7920000	0.06007	0.0555147	258727	7.75645	2.22432	-0.326836	-0.326836	0.00148183	0.00146572	5.027706519
C0080	M4	4	9	17302651	46281998	5920000	10520000	-0.347392	0.266101	258394	2.00068	2.25326	-0.864421	-0.990357	4.91935e-4	4.8918e-4	3.522783608
C0100	M4	4	9	17888249	10372500	8280000	8957525	0.160847	0.0926237	255177	29.5898	2.27238	-0.602171	-0.602171	2.79401e-4	2.79565e-4	4.782616344
Eaethiops	M4	0	0	16960768	17027204	7160000	8320000	-0.0715618	0.0833885	260857	22.9251	2.55939	-0.23976	-0.444092	8.78627e-4	8.79917e-4	3.118540637
Ealbergana	M4	1	0	16223210	31850052	8800000	6160000	-0.0956672	0.0238009	618000	1.36466	3.21721	-0.964222	-1.06449	0.00151993	0.00152272	4.323190206
Ebubastis	M4	0	0	18050057	18074724	13000000	4160000	0.342135	0.053822	282113	15.9417	2.11111	-0.290103	-0.522923	2.4802e-4	2.46524e-4	3.991342283
Echristi	M4	0	0	19421313	19456257	14360000	4400000	0.344255	0.0393342	286727	14.6513	2.36909	-0.377463	-0.647258	3.64797e-4	3.62362e-4	3.345077828
Edisa	M4	0	0	21098959	21195557	14360000	5000000	0.308335	0.0720853	288014	13.168	2.06189	-0.35368	-0.585789	6.99492e-4	6.9879e-4	3.990746763
Eembla	M4	0	0	20794332	20804948	5320000	13720000	-0.327285	0.0667456	288100	13.0929	2.03633	-0.300179	-0.535745	0.00150978	0.00152057	3.559587078
Eepiphron	M4	0	0	19045514	19235481	12480000	4840000	0.317093	0.0947723	275075	16.1733	2.00468	-0.690718	-0.918419	0.00122326	0.00121911	3.983615012
Eeriphyle	M4	0	0	18155847	18231826	10560000	6840000	0.280483	0.0412626	271800	8.5389	2.09418	-0.347962	-0.539086	7.37156e-4	7.41574e-4	5.977779509
Eflavofasciata	M4	0	0	19041437	19052653	8760000	9440000	0.109816	0.039288	280262	7.55686	2.3404	-0.385155	-0.585961	6.35728e-4	6.34049e-4	3.520959888
Egorge	M4	2	0	17145530	17185771	9680000	6800000	0.261911	0.050672	247448	14.3153	2.17069	-0.371983	-0.633248	6.71597e-4	6.69763e-4	4.291367694
Eligea	M4	0	0	18283307	18304588	13000000	4120000	0.393859	0.0461329	256768	0.789634	2.47067	-0.384388	-0.605931	0.00237051	0.00239306	4.114200483
Emanto	M4	0	0	18535472	18587182	6200000	11474484	-0.291916	0.0489729	283143	19.7437	2.27895	-0.392307	-0.6289	3.35572e-4	3.26672e-4	3.085561409
Emedusa	M4	3	0	17511473	35353868	5560000	11000000	-0.220659	0.0833861	269206	9.5396	2.17916	-0.667658	-0.749389	2.75924e-4	2.76977e-4	2.450106967
Emelampus	M4	0	0	16995371	17003874	8480000	7720000	0.183472	0.0468065	295855	15.3129	2.17866	-0.385147	-0.591326	4.37219e-4	4.3394e-4	3.786951091
Emelancholica	M4	1	0	17768105	17884057	5480000	11600000	-0.310238	0.0472934	251116	19.6415	2.12706	-0.251356	-0.470764	7.27313e-4	7.27426e-4	3.082753678
Emeolans	M4	3	0	17367724	37126058	11400000	5400000	0.237087	0.177065	269540	6.4123	2.05465	-0.775844	-0.858175	3.62365e-4	3.64346e-4	3.209231249
Emnestra	M4	2	0	15338305	66522839	4880000	9920000	-0.234472	0.257822	250729	3.19919	2.10618	-0.637926	-0.74963900000000006	3.82152e-4	3.82643e-4	3.419392018
Emontana	M4	1	0	18850523	18890603	13760000	4120000	0.33387	0.0698312	298226	17.7546	2.16452	-0.289507	-0.511879	2.0873e-4	2.10049e-4	3.245086065
Epalarica	M4	3	0	17757033	38453788	8280000	8880000	0.113642	0.12399	254826	3.81559	2.41557	-0.887435	-1.02501	0.00105944	0.00105929	2.891588909
Epharte	M4	0	0	22196131	22228042	11440000	3440000	0.455632	0.0783521	395370	2.23258	2.60042	-0.576928	-0.796741	0.00248885	0.00248087	3.188032156
Epronoe	M4	1	0	17664871	17695643	5000000	9000000	-0.395169	0.0473166	334560	3.29742	2.67729	-0.509634	-0.73656	0.00262845	0.00262639	3.780406376
Erondoui	M4	4	10	18928838	21208406	13520000	4400000	0.301636	0.0898255	282281	14.5251	2.09182	-0.422456	-0.615379	6.53524e-4	6.54752e-4	3.450788916
Estirius	M4	1	0	18363214	18385085	13200000	4400000	0.336087	0.0517351	262294	8.78115	2.17726	-0.345924	-0.581658	5.24067e-4	5.21243e-4	3.849483492
Esudetica	M4	0	0	17157073	17173191	6760000	9440000	-0.262732	0.0687981	283763	20.2342	2.25218	-0.390732	-0.603082	3.64159e-4	3.6574e-4	3.682952654
Etriaria	M4	3	0	16933199	33870043	7800000	8400000	-0.155829	0.0904889	256156	8.58747	2.16772	-0.569208	-0.733011	8.17819e-4	8.11606e-4	2.878205976
Mcinxia	M4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mjurtina	M4	0	0	15203259	15209321	NA	NA	NA	NA	242590	23.9727	2.08926	-0.305673	-0.392071	3.92833e-4	3.92767e-4	3.572256172
X2575	M4	0	0	18970783	18996447	9960000	7800000	0.260757	0.0426411	269971	3.16049	2.33366	-0.442403	-0.553958	0.0016547	0.00165909	4.631976364
X2576	M4	0	0	19976833	20010573	10480000	7920000	0.264229	0.0548351	280638	3.09183	2.3327	-0.42241	-0.563954	0.00177797	0.0017566	4.013580443
X3252	M4	0	0	19797663	19862274	6120000	12160000	-0.242384	0.0729096	295320	6.74229	2.44748	-0.272672	-0.397018	0.00127815	0.00128183	3.364750618
X3258	M4	4	9	17901304	45960105	4320000	11560000	-0.370616	0.248644	259015	2.91652	2.22036	-0.694661	-0.75612	0.00128644	0.00128961	3.946519355
X3311	M4	1	0	16539140	34884346	8600000	7440000	0.0689386	0.106656	249656	3.95589	2.12861	-0.564713	-0.668911	0.00182459	0.0018384	3.479698137
X3506	M4	1	0	19225386	19237136	9200000	8480000	0.257406	0.051145	267700	1.38412	2.32463	-0.40904	-0.653566	9.05667e-4	9.09745e-4	5.099795244
X3531	M4	4	10	17735658	45681971	7440000	9400000	-0.232281	0.193999	264508	1.29626	2.2699	-0.76843	-0.85659	0.00127995	0.00127781	4.188019095
X3737	M4	4	9	17402381	44952020	9320000	7080000	0.312823	0.232683	248029	1.87633	2.11618	-0.763649	-0.900872	0.00142867	0.00140287	4.436091959
C0001	M5	2	1	17279814	17682666	6800000	9960000	-0.03504	0.0395073	297772	8.7801	2.4758	-0.417228	-0.59293	0.0010198	0.00100667	3.716074039
C0055	M5	2	1	18402212	13810675	5480000	11880000	-0.329044	0.15295	280672	4.39381	2.32365	-0.424672	-0.541252	0.00144192	0.00145033	3.370738523
C0080	M5	5	10	19232855	46281998	4160000	13920000	-0.556987	-0.00507487	285727	1.42997	2.42684	-0.896862	-0.911409	4.96102e-4	4.9541e-4	3.423172706
C0100	M5	5	10	19640990	8954070	8280000	10600000	0.0353545	0.0570573	305895	32.8301	2.29826	-0.452791	-0.452791	2.813e-4	2.82261e-4	3.825173126
Eaethiops	M5	1	1	17946941	18366575	5920000	10040000	-0.176302	0.10654	329170	22.112	2.71533	-0.241051	-0.427177	8.4634e-4	8.50434e-4	3.05484112
Ealbergana	M5	2	1	17206303	43193744	8200000	7560000	-0.00423506	0.0319306	1252170	1.19736	3.35702	-1.03187	-1.10989	0.00154382	0.00154647	3.27239545
Ebubastis	M5	0	0	19455589	19852824	4920000	13400000	-0.303908	0.0834302	316567	13.9224	2.23153	-0.308338	-0.477919	2.51575e-4	2.51783e-4	3.267665162
Echristi	M5	1	1	21209008	21282939	5360000	14600000	-0.318002	0.0384337	314273	13.4637	2.48673	-0.384419	-0.611464	3.73678e-4	3.72737e-4	3.137296348
Edisa	M5	0	0	21784738	21882434	5760000	14640000	-0.283345	0.0826513	325683	11.7093	2.12627	-0.326822	-0.555354	6.91051e-4	6.925e-4	3.706697293
Eembla	M5	0	0	21472475	21506119	5920000	14000000	-0.266989	0.0909575	297000	11.6445	2.12561	-0.251406	-0.497584	0.00148286	0.0014764000000000001	3.410337815
Eepiphron	M5	1	1	20601535	21194935	6760000	11520000	-0.202895	0.116705	310262	14.4817	2.11636	-0.622777	-0.874397	0.00124807	0.0012607	3.20332601
Eeriphyle	M5	0	0	18453050	18867322	7640000	10160000	0.0499234	0.0493948	290145	7.78837	2.20127	-0.311711	-0.492334	7.338e-4	7.35103e-4	4.501090348
Eflavofasciata	M5	1	1	20387209	21419940	6160000	13160000	-0.259837	0.0684327	292162	6.22721	2.43005	-0.501032	-0.599832	6.64943e-4	6.68007e-4	3.322824237
Egorge	M5	2	1	18374717	18898255	9640000	7437448	0.213122	0.0749708	293541	12.8847	2.27817	-0.370918	-0.556647	6.73078e-4	6.77535e-4	3.701883123
